fixer_commit_id,source_file,change_type,bug_intro_lines,bug_fix_lines
b4df06e5ead72298ba790d035ec56d3e96d71927,website/index.html,MODIFY,"[273, '              <a href=""https://github.com/sim51/react-sigma-v2"">react-sigma-v2</a>. The example on top of this page is', 275, '              <a href=""https://github.com/jacomyal/sigma.js/tree/main/examples/website-showcase"">sourcecode</a> to get']","[273, '              <a href=""https://github.com/sim51/react-sigma"">@react-sigma</a>. The example on top of this page is', 275, '              <a href=""https://github.com/jacomyal/sigma.js/tree/main/demo"">sourcecode</a> to get']"
f2262f58c13cc4dce9e2dc2acf9e3cfaa3ddf6f1,src/utils/sigma.utils.js,MODIFY,"[244, '        self = this;', 246, '    target.addEventListener(type, function(e) {', 257, '    }, false);']","[244, '        self = this,', 245, '        handlers;', 247, '    target._doubleClickHandler = target._doubleClickHandler || {};', 248, '    target._doubleClickHandler[type] = target._doubleClickHandler[type] || [];', 249, '    handlers = target._doubleClickHandler[type];', 250, '', 251, '    handlers.push(function(e) {', 262, '    });', 263, '', 264, '    target.addEventListener(type, handlers[handlers.length - 1], false);', 265, '  };', 266, '', 267, '  /**', 268, '   * Unbind simulated ""double click"" events.', 269, '   *', 270, '   * @param  {HTMLElement} target   The event target.', 271, '   * @param  {string}      type     The event type.', 272, '   */', 273, '  sigma.utils.unbindDoubleClick = function(target, type) {', 274, '    var handler,', 275, '        handlers = (target._doubleClickHandler || {})[type] || [];', 276, '', 277, '    while ((handler = handlers.pop())) {', 278, '      target.removeEventListener(type, handler);', 279, '    }', 280, '', 281, '    delete (target._doubleClickHandler || {})[type];']"
f2262f58c13cc4dce9e2dc2acf9e3cfaa3ddf6f1,src/captors/sigma.captors.touch.js,MODIFY,"[61, ""    _target.addEventListener('touchstart', _handleStart);"", 62, ""    _target.addEventListener('touchend', _handleLeave);"", 63, ""    _target.addEventListener('touchcancel', _handleLeave);"", 64, ""    _target.addEventListener('touchleave', _handleLeave);"", 65, ""    _target.addEventListener('touchmove', _handleMove);""]","[61, ""    _target.addEventListener('touchstart', _handleStart, false);"", 62, ""    _target.addEventListener('touchend', _handleLeave, false);"", 63, ""    _target.addEventListener('touchcancel', _handleLeave, false);"", 64, ""    _target.addEventListener('touchleave', _handleLeave, false);"", 65, ""    _target.addEventListener('touchmove', _handleMove, false);"", 78, '', 79, '    /**', 80, '     * This method unbinds every handlers that makes the captor work.', 81, '     */', 82, '    this.kill = function() {', 83, ""      sigma.utils.unbindDoubleClick(_target, 'touchstart');"", 84, ""      _target.addEventListener('touchstart', _handleStart);"", 85, ""      _target.addEventListener('touchend', _handleLeave);"", 86, ""      _target.addEventListener('touchcancel', _handleLeave);"", 87, ""      _target.addEventListener('touchleave', _handleLeave);"", 88, ""      _target.addEventListener('touchmove', _handleMove);"", 89, '    };', 90, '', 91, '', 92, '', 93, '']"
f2262f58c13cc4dce9e2dc2acf9e3cfaa3ddf6f1,src/renderers/sigma.renderers.webgl.js,MODIFY,"[103, ""    window.addEventListener('resize', function() {"", 104, '      _self.resize();', 105, '    });']","[103, '    window.addEventListener(', 104, ""      'resize',"", 105, '      this.boundResize = this.resize.bind(this),', 106, '      false', 107, '    );', 571, '  /**', 572, '   * This method kills contexts and other attributes.', 573, '   */', 574, '  sigma.renderers.webgl.prototype.kill = function() {', 575, '    var k,', 576, '        captor;', 577, '', 578, '    // Unbind resize:', 579, ""    window.removeEventListener('resize', this.boundResize);"", 580, '', 581, '    // Kill captors:', 582, '    while ((captor = this.captors.pop()))', 583, '      captor.kill();', 584, '    delete this.captors;', 585, '', 586, '    // Kill contexts:', 587, '    for (k in this.domElements) {', 588, '      this.domElements[k].parentNode.removeChild(this.domElements[k]);', 589, '      delete this.domElements[k];', 590, '      delete this.contexts[k];', 591, '    }', 592, '    delete this.domElements;', 593, '    delete this.contexts;', 594, '  };', 595, '']"
f2262f58c13cc4dce9e2dc2acf9e3cfaa3ddf6f1,src/renderers/sigma.renderers.canvas.js,MODIFY,"[99, ""    window.addEventListener('resize', function() {"", 100, '      self.resize();', 101, '    });']","[99, '    window.addEventListener(', 100, ""      'resize',"", 101, '      this.boundResize = this.resize.bind(this),', 102, '      false', 103, '    );', 367, '  /**', 368, '   * This method kills contexts and other attributes.', 369, '   */', 370, '  sigma.renderers.canvas.prototype.kill = function() {', 371, '    var k,', 372, '        captor;', 373, '', 374, '    // Unbind resize:', 375, ""    window.removeEventListener('resize', this.boundResize);"", 376, '', 377, '    // Kill captors:', 378, '    while ((captor = this.captors.pop()))', 379, '      captor.kill();', 380, '    delete this.captors;', 381, '', 382, '    // Kill contexts:', 383, '    for (k in this.domElements) {', 384, '      this.domElements[k].parentNode.removeChild(this.domElements[k]);', 385, '      delete this.domElements[k];', 386, '      delete this.contexts[k];', 387, '    }', 388, '    delete this.domElements;', 389, '    delete this.contexts;', 390, '  };', 391, '']"
cfd9197f70319109db6b675dd7c82be493ca95a2,src/core/captors/mouse.ts,MODIFY,"[188, '    setTimeout(() => (this.draggedEvents = 0), 0);']","[188, '    setTimeout(() => {', 189, '      this.draggedEvents = 0;', 190, '      this.renderer.refresh();', 191, '    }, 0);']"
154408adf4d5df12df88b8d137609327c99fada8,src/core/captors/mouse.ts,MODIFY,"[150, '    this.startCameraState = this.renderer.getCamera().getState();', 152, '    const { x, y } = getPosition(e, this.container);', 153, '    this.lastMouseX = x;', 154, '    this.lastMouseY = y;', 156, '    this.draggedEvents = 0;', 158, '    this.downStartTime = Date.now();', 160, '    // TODO: dispatch events', 161, '    // Left button pressed', 162, '    this.isMouseDown = true;']","[150, '    // We only start dragging on left button', 151, '    if (e.button === 0) {', 152, '      this.startCameraState = this.renderer.getCamera().getState();', 154, '      const { x, y } = getPosition(e, this.container);', 155, '      this.lastMouseX = x;', 156, '      this.lastMouseY = y;', 158, '      this.draggedEvents = 0;', 160, '      this.downStartTime = Date.now();', 161, '      this.isMouseDown = true;', 162, '    }']"
3f4852deac199b73a64049ee6e43cf3046b79f49,plugins/sigma.parsers.gexf/sigma.parsers.gexf.js,MODIFY,"[42, '        obj.x = obj.viz.position.x;', 43, '        obj.y = obj.viz.position.y;', 44, '        obj.size = obj.viz.size;', 45, '        obj.color = obj.viz.color;']","[42, ""        if (obj.viz && typeof obj.viz === 'object') {"", 43, ""          if (obj.viz.position && typeof obj.viz.position === 'object') {"", 44, '            obj.x = obj.viz.position.x;', 45, '            obj.y = obj.viz.position.y;', 46, '          }', 47, '          obj.size = obj.viz.size;', 48, '          obj.color = obj.viz.color;', 49, '        }']"
2f6f7ebedab38be62b23f53d646acebf90829fba,src/sigma.ts,MODIFY,"[169, '  private nodeKeyToIndex: Record<string, number> = {};', 170, '  private edgeKeyToIndex: Record<string, number> = {};', 221, '    this.initializeCache();', 222, '', 359, '   * Method used to initialize display data cache.', 360, '   *', 361, '   * @return {Sigma}', 362, '   */', 363, '  private initializeCache(): void {', 364, '    const graph = this.graph;', 365, '', 366, '    // NOTE: the data caches are never reset to avoid paying a GC cost', 367, '    // But this could prove to be a bad decision. In which case just ""reset""', 368, '    // them here.', 369, '', 370, '    let i = 0;', 371, '', 372, '    graph.forEachNode((key) => {', 373, '      this.nodeKeyToIndex[key] = i++;', 374, '    });', 375, '', 376, '    i = 0;', 377, '', 378, '    graph.forEachEdge((key) => {', 379, '      this.edgeKeyToIndex[key] = i++;', 380, '    });', 381, '  }', 382, '', 383, '  /**', 569, '    this.activeListeners.addNodeGraphUpdate = (e: { key: string }): void => {', 570, '      // Adding entry to cache', 571, '      this.nodeKeyToIndex[e.key] = graph.order - 1;', 575, '    this.activeListeners.addEdgeGraphUpdate = (e: { key: string }): void => {', 576, '      // Adding entry to cache', 577, '      this.nodeKeyToIndex[e.key] = graph.order - 1;', 581, '    // TODO: clean cache on drop!', 583, '    // TODO: bind this on composed state events', 584, '    // TODO: it could be possible to update only specific node etc. by holding', 585, '    // a fixed-size pool of updated items', 586, '    graph.on(""nodeAdded"", this.activeListeners.addNodeGraphUpdate);', 587, '    graph.on(""nodeDropped"", this.activeListeners.graphUpdate);', 590, '    graph.on(""edgeAdded"", this.activeListeners.addEdgeGraphUpdate);', 591, '    graph.on(""edgeDropped"", this.activeListeners.graphUpdate);', 594, '    graph.on(""edgesCleared"", this.activeListeners.graphUpdate);', 595, '    graph.on(""cleared"", this.activeListeners.graphUpdate);', 795, '', 796, '      this.nodeKeyToIndex[node] = i;', 856, '', 857, '      this.nodeKeyToIndex[edge] = i;', 1709, '    graph.removeListener(""nodeAdded"", this.activeListeners.addNodeGraphUpdate);', 1713, '    graph.removeListener(""edgeAdded"", this.activeListeners.addEdgeGraphUpdate);', 1714, '    graph.removeListener(""edgeDropped"", this.activeListeners.graphUpdate);', 1717, '    graph.removeListener(""edgesCleared"", this.activeListeners.graphUpdate);', 1718, '    graph.removeListener(""cleared"", this.activeListeners.graphUpdate);']","[540, '    this.activeListeners.dropNodeGraphUpdate = (e: { key: string }): void => {', 541, '      delete this.nodeDataCache[e.key];', 542, '', 543, '      if (this.hoveredNode === e.key) this.hoveredNode = null;', 544, '', 548, '    this.activeListeners.dropEdgeGraphUpdate = (e: { key: string }): void => {', 549, '      delete this.edgeDataCache[e.key];', 550, '', 551, '      if (this.hoveredEdge === e.key) this.hoveredEdge = null;', 552, '', 556, '    this.activeListeners.clearEdgesGraphUpdate = (): void => {', 557, '      this.edgeDataCache = {};', 558, '      this.hoveredEdge = null;', 560, '      this.activeListeners.graphUpdate();', 561, '    };', 562, '', 563, '    this.activeListeners.clearGraphUpdate = (): void => {', 564, '      this.nodeDataCache = {};', 565, '      this.hoveredNode = null;', 566, '', 567, '      this.activeListeners.clearEdgesGraphUpdate();', 568, '    };', 569, '', 570, '    graph.on(""nodeAdded"", this.activeListeners.graphUpdate);', 571, '    graph.on(""nodeDropped"", this.activeListeners.dropNodeGraphUpdate);', 574, '    graph.on(""edgeAdded"", this.activeListeners.graphUpdate);', 575, '    graph.on(""edgeDropped"", this.activeListeners.dropEdgeGraphUpdate);', 578, '    graph.on(""edgesCleared"", this.activeListeners.clearEdgesGraphUpdate);', 579, '    graph.on(""cleared"", this.activeListeners.clearGraphUpdate);', 1689, '    graph.removeListener(""nodeAdded"", this.activeListeners.dropNodeGraphUpdate);', 1693, '    graph.removeListener(""edgeAdded"", this.activeListeners.graphUpdate);', 1694, '    graph.removeListener(""edgeDropped"", this.activeListeners.dropEdgeGraphUpdate);', 1697, '    graph.removeListener(""edgesCleared"", this.activeListeners.clearEdgesGraphUpdate);', 1698, '    graph.removeListener(""cleared"", this.activeListeners.clearGraphUpdate);']"
ced41eb65e11b098739ac596be056091e0bf0883,src/misc/sigma.misc.drawHovers.js,MODIFY,"[19, '      hoveredNodes = [];', 22, '      hoveredNodes.push(event.data.node);', 23, '      draw();', 27, '      var indexCheck = hoveredNodes.map(function(n) {', 28, '        return n;', 29, '      }).indexOf(event.data.node);', 30, '      hoveredNodes.splice(indexCheck, 1);', 43, '        renderers = sigma.canvas.hovers,', 44, '        embedSettings = self.settings.embedObjects({', 45, '          prefix: prefix', 46, '        });', 52, '        hoveredNodes.length', 54, '        if (! hoveredNodes[hoveredNodes.length - 1].hidden) {', 55, '          (', 56, '            renderers[hoveredNodes[hoveredNodes.length - 1].type] ||', 57, '            renderers.def', 58, '          )(', 59, '            hoveredNodes[hoveredNodes.length - 1],', 60, '            self.contexts.hover,', 61, '            embedSettings', 62, '          );', 63, '        }', 69, ""        !embedSettings('singleHover') &&"", 70, '        hoveredNodes.length', 72, '        for (var i = 0; i < hoveredNodes.length; i++) {', 73, '          if (! hoveredNodes[i].hidden) {', 74, '            (renderers[hoveredNodes[i].type] || renderers.def)(', 75, '              hoveredNodes[i],', 76, '              self.contexts.hover,', 77, '              embedSettings', 78, '            );', 79, '          }', 82, '', 83, '']","[19, '        hoveredNodes = {};', 22, '      var node = event.data.node;', 23, '      if (!node.hidden) {', 24, '        hoveredNodes[node.id] = node;', 25, '        draw();', 26, '      }', 30, '      delete hoveredNodes[event.data.node.id];', 43, '          hoveredNode,', 44, '          renderers = sigma.canvas.hovers,', 45, '          embedSettings = self.settings.embedObjects({', 46, '            prefix: prefix', 47, '          });', 53, '        Object.keys(hoveredNodes).length', 55, '        hoveredNode = hoveredNodes[Object.keys(hoveredNodes)[0]];', 56, '        (renderers[hoveredNode.type] || renderers.def)(', 57, '          hoveredNode,', 58, '          self.contexts.hover,', 59, '          embedSettings', 60, '        );', 66, ""        !embedSettings('singleHover')"", 68, '        for (k in hoveredNodes) {', 69, '          (renderers[hoveredNodes[k].type] || renderers.def)(', 70, '            hoveredNodes[k],', 71, '            self.contexts.hover,', 72, '            embedSettings', 73, '          );']"
4f99be7fb901b7ae453b28521307f76b8b53eed0,src/captors/sigma.captors.touch.js,MODIFY,"[81, '            y1;', 96, '            _startTouchX0 = sigma.utils.getX(_downTouches[0]);', 97, '            _startTouchY0 = sigma.utils.getY(_downTouches[0]);', 104, '            x0 = sigma.utils.getX(_downTouches[0]);', 105, '            y0 = sigma.utils.getY(_downTouches[0]);', 106, '            x1 = sigma.utils.getX(_downTouches[1]);', 107, '            y1 = sigma.utils.getY(_downTouches[1]);', 233, '            x0 = sigma.utils.getX(_downTouches[0]);', 234, '            y0 = sigma.utils.getY(_downTouches[0]);', 258, '            x0 = sigma.utils.getX(_downTouches[0]);', 259, '            y0 = sigma.utils.getY(_downTouches[0]);', 260, '            x1 = sigma.utils.getX(_downTouches[1]);', 261, '            y1 = sigma.utils.getY(_downTouches[1]);']","[65, '    function position(e) {', 66, '      var offset = sigma.utils.getOffset(_target);', 67, '', 68, '      return {', 69, '        x: e.pageX - offset.left,', 70, '        y: e.pageY - offset.top', 71, '      };', 72, '    }', 89, '            y1,', 90, '            pos0,', 91, '            pos1;', 106, '            pos0 = position(_downTouches[0]);', 107, '            _startTouchX0 = pos0.x;', 108, '            _startTouchY0 = pos0.y;', 115, '            pos0 = position(_downTouches[0]);', 116, '            pos1 = position(_downTouches[1]);', 117, '            x0 = pos0.x;', 118, '            y0 = pos0.y;', 119, '            x1 = pos1.x;', 120, '            y1 = pos1.y;', 225, '            pos0,', 226, '            pos1,', 248, '            pos0 = position(_downTouches[0]);', 249, '            x0 = pos0.x;', 250, '            y0 = pos0.y;', 274, '            pos0 = position(_downTouches[0]);', 275, '            pos1 = position(_downTouches[1]);', 276, '            x0 = pos0.x;', 277, '            y0 = pos0.y;', 278, '            x1 = pos1.x;', 279, '            y1 = pos1.y;']"
08a6b24aa0cf527f52ea38040fed0d46fb1ad484,examples/mouse-manipulations/index.ts,MODIFY,"[50, 'renderer.getMouseCaptor().on(""mousemove"", (e) => {']","[50, 'renderer.getMouseCaptor().on(""mousemovebody"", (e) => {']"
08a6b24aa0cf527f52ea38040fed0d46fb1ad484,src/core/captors/mouse.ts,MODIFY,"[202, '    this.emit(""mousemove"", getMouseCoords(e, this.container));']","[202, '', 203, '    const mouseCoords = getMouseCoords(e, this.container);', 204, '', 205, '    // Always trigger a ""mousemovebody"" event, so that it is possible to develop', 206, '    // a drag-and-drop effect that works even when the mouse is out of the', 207, '    // container:', 208, '    this.emit(""mousemovebody"", mouseCoords);', 209, '', 210, '    // Only trigger the ""mousemove"" event when the mouse is actually hovering', 211, '    // the container, to avoid weirdly hovering nodes and/or edges when the', 212, '    // mouse is not hover the container:', 213, '    if (e.target !== this.container) return;', 214, '', 215, '    this.emit(""mousemove"", mouseCoords);']"
2531ff61a068e87734a7eb60935296e2cca64fea,src/sigma.ts,MODIFY,"[471, '          return this.scheduleHighlightedNodesRender();', 1131, '    // 4. Render:', 1489, '    this.webGLContexts.hoverNodes.clear(this.webGLContexts.nodes.COLOR_BUFFER_BIT);']","[471, '          this.scheduleHighlightedNodesRender();', 472, '          return;', 1132, '    // 4. Clear hovered nodes layer:', 1133, '    this.webGLContexts.hoverNodes.clear(this.webGLContexts.hoverNodes.COLOR_BUFFER_BIT);', 1134, '    // 5. Render:', 1492, '    this.webGLContexts.hoverNodes.clear(this.webGLContexts.hoverNodes.COLOR_BUFFER_BIT);']"
6f20727f381f5657debc3322eaab55418ea959a0,src/rendering/webgl/programs/common/node.ts,MODIFY,"[118, '      this.programs.forEach((program) => program.render(params));']","[118, '      this.programs.forEach((program) => {', 119, '        program.bind();', 120, '        program.bufferData();', 121, '        program.render(params);', 122, '      });']"
04743f9e10cb4216de8f6d05cd8aa197102a1f29,src/core/camera.ts,MODIFY,"[331, '  animatedZoom(factorOrOptions: number | (Partial<AnimateOptions> & { factor: number })): void {', 351, '  animatedUnzoom(factorOrOptions: number | (Partial<AnimateOptions> & { factor: number })): void {', 371, '  animatedReset(options: Partial<AnimateOptions>): void {']","[331, '  animatedZoom(factorOrOptions?: number | (Partial<AnimateOptions> & { factor: number })): void {', 351, '  animatedUnzoom(factorOrOptions?: number | (Partial<AnimateOptions> & { factor: number })): void {', 371, '  animatedReset(options?: Partial<AnimateOptions>): void {']"
651e9811104d0193f4b741e2ccea8e574eb6475d,src/sigma.ts,MODIFY,"[738, '      if (data.label && !data.hidden)']","[738, '      if (typeof data.label === ""string"" && !data.hidden)']"
04addb9ded2793dcda4401fb2ea5e3f7199cbaf3,src/rendering/webgl/shaders/node.vert.glsl,MODIFY,"[28, '  v_border = u_sqrtZoomRatio * u_sqrtZoomRatio / a_size / 50.0;']","[28, '  v_border = u_correctionRatio * u_sqrtZoomRatio * u_sqrtZoomRatio;']"
bddca2888ddb5410da063c38162198bcd604af0c,src/sigma.ts,MODIFY,"[610, '            (edgeAttributes.size * transformationRatio) / this.cameraSizeRatio,']","[610, '            (edgeDataCache[key].size * transformationRatio) / this.cameraSizeRatio,']"
4baea75f6cd7045a7e9eacd9ebb0c0b4094b78f7,src/sigma.ts,MODIFY,"[442, '          this.event.preventSigmaDefault();', 492, '            this.event.preventSigmaDefault();']","[442, '          e.preventSigmaDefault();', 492, '            e.preventSigmaDefault();']"
4baea75f6cd7045a7e9eacd9ebb0c0b4094b78f7,src/core/captors/captor.ts,MODIFY,"[41, '  return {', 45, '      this.sigmaDefaultPrevented = true;']","[41, '  const res: MouseCoords = {', 45, '      res.sigmaDefaultPrevented = true;', 49, '', 50, '  return res;']"
